fire_record,IMD_score,population,White,mixed/multiple_ethnic_groups,Asian/Asian_British,Black/African/Caribbean/Black British,other_ethnic_group,Household_spaces_with_no_usual_residents,Household_Median_Annual_Household_Income_estimate_2012
0,21.67,71.61,26.98,2.46,62.26,4.52,3.79,1.64,26949.38
0,16.44,85.58,15.17,1.78,71.15,4.28,7.61,1.2,28090.38
0,18.61,48.07,23.06,3.01,61.13,5.47,7.32,1.61,28707.63
0,28.97,135.87,25.33,4.69,47.05,14.62,8.3,0.81,25051.58
0,17.19,56.42,25.1,3.14,62.47,4.07,5.21,1.12,32010.15
0,23.11,41.1,25.44,3.98,56.78,8.39,5.41,2.46,30239.39
1,17.06,76.83,25.55,2.65,59.71,5.31,6.78,2.4,32756.06
0,23.71,79.21,17.26,4.79,65.23,5.71,7,0.59,27491.16
0,19.39,50.63,21.62,2.73,65.34,4.64,5.68,4.53,29905.41
0,38.26,17.43,38.28,3.77,41.63,12.36,3.96,0.95,21339.31
0,32.83,71.09,32.65,4.09,44.63,15.01,3.62,0,20398.14
0,20.41,33.7,18.03,1.2,71.36,4.85,4.56,1.87,29243.44
1,16.55,97.14,20.63,1.74,68.2,5.01,4.41,0.65,27567.89
0,31.39,24.96,12.54,2.77,61.6,15.37,7.72,0.88,21890.89
0,30.83,23.13,24.25,3.24,57.27,11.25,4,0.51,24455.29
0,14.79,92.27,25.66,1.35,65.94,2.11,4.93,3.68,33369.92
0,18.57,85.1,17.89,2,72.83,2.83,4.44,2.66,31744.02
0,26.13,99.31,29.4,3.16,59.37,4.45,3.62,1.55,28342.83
0,21.18,90.98,24.44,3.24,63.59,4.74,3.99,2.65,30094.32
0,22.95,73.29,43.6,4.67,41.59,7.16,2.97,0.76,29469.3
0,25.38,85.94,37.83,4.04,46.59,7.64,3.89,1.42,27546.12
0,29.89,141.9,26.34,3.77,56.8,8.73,4.37,4.17,24410.3
0,23.88,128.83,29.82,3.16,53.86,8.45,4.7,0.53,27727.21
0,20.1,122.52,29.71,2.86,57.75,5.28,4.39,2.49,28482.76
0,26.62,95.31,39.34,4.32,46.67,7.1,2.57,3.35,27792.18
0,23.75,14.78,21.63,4.35,60.06,9.2,4.76,1.61,27781.44
0,19.23,136.41,20.19,4.16,65.24,5.79,4.61,1.96,28728.72
1,18.4,92.79,24.87,3.17,64.82,4.53,2.61,1.53,28826.68
0,14.7,86.36,31.22,3.31,55.76,4.74,4.96,0.91,32917.25
0,14.65,42.23,51.48,3.59,36.25,4.48,4.2,1.82,35241.12
0,12.67,77.68,51.3,5.2,38.09,3.18,2.23,1.11,37098.12
1,14.96,65.99,69.5,3.57,20.86,3.03,3.03,0.83,36866.18
0,8.72,81.97,56.82,4.69,32.46,3.52,2.51,1.96,39313.94
0,9.97,78.79,74.87,4.88,14.25,4.28,1.73,2.15,45955.3
0,14.75,51.97,59.44,4.22,28.68,5.94,1.72,2.33,32037.56
0,18.8,67.04,19.85,2.96,67.63,3.41,6.14,1.69,28243.84
0,16.53,68.71,12.93,1.62,77.07,2.81,5.57,1.15,28167.92
0,17.23,90.36,24.56,2.4,68.13,2.15,2.75,2.49,32649.95
0,21.96,128.48,28.93,4.44,57.04,6.8,2.8,1.96,25699.83
0,28.32,94.98,30.24,3.61,55.66,7.71,2.77,1.32,27962.69
0,23.17,121.17,26.14,2.84,61.43,6.74,2.84,2.6,24606.33
1,17.79,63.22,25.74,1.93,65.08,4.81,2.44,2.4,26349.83
0,20.95,53.56,71.84,4.7,13.8,6.48,3.18,2.69,36499.01
0,15.46,60.08,68.82,5.01,17.23,6.95,1.99,2.86,37716.39
0,38.7,57.55,69.14,5.56,13.52,7.3,4.49,0.97,25785.55
1,15.82,40.89,72.25,3.74,15.77,5.7,2.53,2.48,33271.75
0,17.74,71.42,82.58,3.5,7.84,3.92,2.17,1.24,37865.57
0,26.69,61.89,49.3,4.5,23.76,18.76,3.68,1.73,26461.81
0,49.21,292.78,40.33,6.61,25.09,22.83,5.14,0.8,19867.44
0,14.57,64.66,40.48,3.34,48.39,3.75,4.04,1.62,44348.35
0,13.83,86.07,49.71,4.07,35.02,5.94,5.25,1.57,43709.63
0,15.65,17.83,29.39,3.27,61.4,1.87,4.08,1.24,48180.91
0,19.55,70.05,60.51,3.51,25.75,6.77,3.45,1.95,35995.68
0,11.41,5.19,40.59,4.42,47.33,3.13,4.53,4.15,43096.02
0,13.36,38.75,48.96,3.71,38.24,2.25,6.85,1.53,39855.15
1,16.19,48.41,48.62,4.82,37.24,4.35,4.97,2.28,40955.19
0,26.44,65.81,56.33,5.87,21.96,10.66,5.19,1.72,29296.64
0,18.18,56.25,63.35,6.15,20.65,6.62,3.23,2.73,33422.9
0,12.09,104.51,66.36,5.3,19.78,5.33,3.23,2.9,40823.37
0,24.16,59.86,68.16,5.66,14.99,7.18,4.01,3.78,37029
1,37.81,17.22,68.44,4.59,12.69,10.93,3.34,1.02,25580.24
1,11.42,101.92,81.61,4.69,9.72,2.23,1.76,3.7,51706.57
0,19.26,116.5,75.71,4.35,8.83,7.95,3.15,2.21,47169.58
0,10.25,81.21,84.35,3.2,6.26,3.06,3.13,9.47,63477.98
0,10.73,32.04,66.04,5.95,16.85,4.76,6.39,3.43,41847.21
0,16.11,57.05,71.16,6.62,12.07,5.33,4.83,4.11,43564.5
0,15.5,84.9,79.87,3.48,9.74,3.36,3.54,6.97,47088.81
0,42.96,218.49,55.48,7.64,15.4,17.3,4.18,3.18,26706.76
0,22.39,153.68,68.89,7.49,12.4,8.77,2.46,6.03,34441.38
0,20.19,129.39,82.9,5.24,6.23,4.8,0.83,8.3,53155.46
0,31.85,194.16,47.71,5.82,24.4,16.49,5.58,4.7,25631.91
0,17.45,209.63,76.73,6.45,6.45,8.19,2.18,5.21,47477.18
0,19.74,173.66,84.07,4.38,5.91,4.25,1.39,6.85,52337.62
1,13.45,86.71,87.82,2.84,5.68,2.37,1.29,7.25,75640.15
0,27.79,215.08,65.99,4.3,12.01,13.46,4.24,3.62,30924.43
0,29.54,179.52,58.66,5.47,15.64,16.2,4.04,5.64,30281.42
0,27.33,253.54,61.71,7.22,12.78,14.56,3.73,3.49,29330.46
0,22.28,71.35,65.29,6.82,8.96,15.15,3.78,14.18,37054.23
0,24.91,156.39,69.05,6.65,8.04,11.86,4.41,3.75,32202.05
0,25.68,170.31,70.63,4.69,12.57,8.81,3.3,7.97,35284.96
0,29.96,62.79,65.89,5.61,14.4,10.97,3.13,3.58,29174.61
0,35.17,222.97,62.66,5.47,15.34,13.06,3.48,1.31,28958.72
0,30.96,119.7,58.29,4.53,14.92,18.02,4.24,1.88,30474.51
0,21.8,132.36,63.33,7.58,15.01,10.31,3.76,11.16,37517.66
0,27.05,174.56,64.72,7.75,11.29,13.82,2.42,6.79,33921.9
0,44.48,112.98,69.15,6.16,5.45,16.55,2.69,1.2,25555.49
1,14.04,151.62,82.74,4,7.13,4.48,1.65,5.51,56752.46
0,38.51,265.74,55.26,5.69,13.5,19.99,5.56,2.43,24456.23
1,34.59,181.93,63.09,9.35,7.87,15.04,4.65,1.55,29485.32
0,22.4,104.58,75.44,4.18,8.59,9.66,2.13,4.07,46093.9
0,19.39,180.54,82.48,5.66,4.76,5.3,1.81,4.08,54571.74
0,16.71,107.4,82.15,5.5,5.44,5.3,1.61,5.75,54462.02
0,40.04,237.25,57.97,8.61,8.65,19.32,5.44,1.39,27242.27
0,28.17,144.39,78.82,6.78,4.02,7.8,2.58,1.87,38236.69
0,36.8,164.27,73.79,5.98,5.75,11.03,3.45,2.77,31139.98
0,28.54,165.85,67.82,3.99,11.58,12.69,3.92,7.13,29789.76
0,14.57,85.27,75.37,4.21,14.14,4.41,1.88,12.47,58136.47
0,29.08,253.61,64.96,5.06,13.43,12.19,4.36,2.89,29917.02
1,24.49,104.03,70.92,5.61,9.99,10.93,2.54,5.93,37328.33
0,26.05,142.14,77.09,4.86,8.87,7.02,2.16,8.03,43270.59
0,27.24,175.05,57.8,5.75,21.35,11.38,3.73,4.14,32007.08
0,31.03,119.83,79.41,5.21,5.59,8.29,1.51,9.65,47282.62
0,30.4,133.1,67.32,6.12,11.73,10.78,4.04,4.47,33145.61
0,24.5,154.84,65.82,7.99,10.34,10.5,5.35,4.04,34574.81
0,47.06,139.11,49.54,6.83,13.06,25.91,4.66,4.98,27331.75
0,18.53,147.24,72.7,6.25,9.84,8.48,2.73,3.86,46806.18
0,40.54,167.15,43.32,11.05,8.57,31.5,5.56,5.31,23014.44
0,33.51,162.92,59.39,8.57,10.76,18.54,2.74,3,31782.17
1,45.01,214.48,48.29,7.03,11.33,28.04,5.32,2.14,24546.7
0,35.8,271.65,49.82,9.45,9.3,26.67,4.75,1.5,25692.52
1,24.68,71,76.25,5.88,5.32,10.31,2.24,1.87,46716.93
0,17.38,160.14,81.63,5.07,5.4,5.56,2.34,3.32,56499.41
0,16.1,93.19,83.02,5.64,5.53,5.04,0.77,2.54,63800.4
0,34.85,149.25,64.77,4.63,5.95,19.43,5.22,0.76,27301.99
0,15.8,159.27,81.87,5.83,4.8,6.21,1.28,5.86,59928.99
0,19.06,175.95,67.76,7.3,7.24,14.95,2.75,3.59,40459.91
0,17.89,147.98,78.71,5.48,4.72,7.7,3.4,1.63,48120.13
0,15.81,138.89,79.82,6.61,4.7,6.34,2.52,5.94,51029.36
0,13.33,163.58,75.47,5.81,8.38,8.26,2.08,3.43,52152.65
0,39.9,104.95,53.99,6,12.88,23.45,3.68,3.19,31667.11
0,22.83,175.96,63.15,8.21,9.73,16.19,2.74,1.66,37185.47
0,38,230.98,49.28,6.79,11.64,26.34,5.96,1.68,27887.23
1,22.43,176.61,64.78,6.96,10.45,13.53,4.27,4.69,38186.15
0,29.44,172.36,62.56,7.63,7.91,18.75,3.15,1.42,30094.64
0,16.43,124.05,79.24,5.77,5.57,7.76,1.66,4.51,52072.74
0,39.87,140.27,63.73,8.45,6.71,16.52,4.6,2.31,29763.21
1,27.78,116.93,72.15,6.98,5.63,12.61,2.63,2.87,42460.88
0,24.1,161.65,66.43,6.91,8.72,14.1,3.84,1.5,37729.32
0,44.13,132.75,54.57,9.26,9.45,21.26,5.46,2.74,26486.78
0,20.65,148.82,76.26,6.01,6.38,9.47,1.88,3.94,48194.2
0,38.83,176.11,55.22,9.53,8.81,22.16,4.28,2.03,27240.72
0,20.72,125.23,75.63,5.49,8.47,7.49,2.92,4.1,42725.62
0,33.11,150.66,68.96,5.15,11.62,10.51,3.76,1.79,30040.63
0,30.95,136.27,69.08,7.93,7.59,12.2,3.2,5.69,30746.08
0,28.24,164.87,56.74,7.72,12.65,17.39,5.49,3.73,27011.78
1,31.55,153.18,56.41,6.41,13.27,19.73,4.18,4.81,24692.44
0,36.78,177.54,65.51,7.29,8.46,14.63,4.11,2.29,29936.39
1,29.31,154.68,74.44,7.04,6.86,8.67,2.99,3.73,34647.99
0,20.12,103.72,74.18,6.38,11.45,5.26,2.73,5.89,44522.03
0,29.98,76.54,69.44,7.53,9.93,11.49,1.62,3.1,40939.93
0,27.33,118.78,67.84,8.29,6.81,14.5,2.56,1.64,35546.09
0,28.72,174.23,67.91,5.57,8.06,14.66,3.79,3.86,33104.33
0,50.1,145.86,60.25,7.94,8.95,17.1,5.77,2.38,24395.7
0,30.89,121.84,69.48,7.73,7.2,11.9,3.7,5.9,34645.16
0,22.2,123.75,77.05,5.53,5.74,7.63,4.06,7.33,48488.72
0,32.14,158.07,68.39,7.71,6.5,13.73,3.67,4.33,35147.05
0,27.58,144.14,77.06,6.15,4.74,9.59,2.46,5.77,40528.49
0,39.07,176.57,48.07,11.92,8.51,23.67,7.83,1.2,25042.36
0,18.6,179.19,74.51,5.55,8.46,7.35,4.12,2.73,43804.23
0,26.35,214.43,69.02,8.29,7.44,12.32,2.93,4.98,40601.51
0,28.94,156.14,61.11,6.52,5.7,22,4.67,1.48,33298.49
1,37.17,174.69,48.53,8.35,8.41,29.62,5.09,2.07,26679.18
0,46.45,153.26,70.75,6.12,5.11,15.13,2.89,6.27,28524.46
0,34.3,138.75,63.84,7.58,7.58,18.22,2.79,2.66,29959.81
0,18.89,135.3,76.47,6.4,6.2,8.43,2.49,2.89,48266.83
0,36.11,164.61,62.66,5.71,9.14,19.94,2.55,1.43,29531.12
1,32.11,141.21,63.4,7.47,8.7,15.56,4.88,3.02,30038.44
0,16.99,153.26,79.25,6.48,5.62,6.48,2.16,5.27,46706.44
0,13.7,136.72,84.69,5.66,3.9,4.8,0.96,3.69,59909.59
0,42.27,189.35,70.03,5.85,6.48,13.94,3.69,5.49,30671.03
0,13.88,115.27,83.47,4.86,4.73,4.99,1.94,8.3,53325.77
0,16.1,182.15,77.47,7.87,6.15,6.74,1.77,10.33,53556.6
0,36.25,193.25,73.02,5.14,7.72,10.29,3.83,3.63,35108.81
0,22.22,104.82,77.79,5.04,8.67,6.52,1.98,7.51,50851.28
0,25.02,119.14,65.65,8.31,9.21,13.37,3.46,9.54,39801.31
1,23.58,149.68,78.25,5,7.99,6.06,2.69,5.34,46244.71
1,32.12,180.38,67.75,7.53,9.4,10.89,4.43,1.69,33182.09
0,21.48,155.07,82.24,4.73,4.78,5.45,2.8,2.64,53816.65
0,32.28,227.07,68.52,5.27,7.61,15.5,3.1,2.44,30992.35
0,38.93,118.92,60.44,4.39,10.96,18.4,5.82,0.46,25628.35
0,16.85,146.26,81.58,3.99,5.8,6.83,1.8,3.7,59919.48
0,25.9,134.94,82.91,4.86,6.96,3.72,1.55,4.98,56755.64
0,23.76,126.78,74.07,5.77,11.54,5.77,2.86,5.27,44983.27
0,37.38,163.22,55.54,6.05,8.87,24.75,4.79,3.08,29288.63
0,22.83,123.03,70.3,6.88,7.84,12.49,2.49,5.13,35735.43
1,26.95,147.54,72.04,6.14,4.83,15.49,1.5,2.96,40286.09
0,31.57,195.33,61.19,6.69,8.94,18.92,4.27,2.72,29364.63
0,24.64,147.33,71.32,5.61,8.97,11.17,2.94,4.78,35512.94
0,31.44,180.99,63.29,7.2,13.41,12.62,3.48,2.91,32953.62
0,33.32,202.54,60.59,7.75,6.54,20.88,4.24,1.71,32488.38
0,38.61,160.72,58.71,7.9,5.05,23.11,5.24,3.61,31894.9
0,11.55,203.29,64.27,6.21,18.52,3.13,7.88,12.94,49954.34
0,10.09,155.01,79.34,6.11,9.22,1.3,4.02,9.73,69041.4
0,25.03,130.55,49.08,6.54,19.07,5.62,19.68,12.14,35119.69
0,18.29,204.22,64.4,6.39,16.01,1.05,12.15,10.01,40568.06
1,11.53,217.34,75.79,4.28,13.65,0.81,5.46,14.23,61388.11
0,10.4,95.68,75.85,5.21,9.16,1.82,7.97,7.8,63563.61
0,12.66,101.9,71.18,4.65,11.69,2.45,10.04,28.96,59005.49
0,11.07,70.38,78.81,4.98,10.15,1.26,4.79,25.24,63887.69
0,9.56,73.52,75.06,5.2,11.99,1.44,6.31,13.05,57417.41
1,10.93,74.88,75.58,4.77,12.91,1.47,5.26,11.28,66367.86
1,12.86,113.77,84,3.81,8.46,0.25,3.48,15.63,68757.7
0,28.42,184.45,71.73,6.28,9.57,5.48,6.94,8.96,37070.95
0,10.05,85.25,80.18,5.33,7.44,1.91,5.13,12.31,61755.81
0,9.7,94.57,72.08,5.82,10.87,4.28,6.96,17.87,67995.01
1,10.76,62.5,78.59,4.45,9.67,1.16,6.13,15.91,56836.54
0,12.08,61.64,82.34,4.9,9.21,1.14,2.4,11.38,65201.91
0,16.24,137.25,81.31,4.88,6.91,2.4,4.5,10.69,64158.21
1,34.53,240.52,65.01,7.64,8.25,13.57,5.53,7.08,34389.13
0,35.37,231.18,60.97,7.56,9.7,16.41,5.36,4.18,30401.9
0,36.71,175.25,63.13,7.64,6.68,15.17,7.38,5.88,33051.1
0,31.37,212.83,62.43,7.58,6.64,14.52,8.82,7.05,33840.2
0,19.2,189.64,80.89,5.48,7.53,3.77,2.33,11.5,47585.36
0,15.61,232.96,72.73,4.76,14.06,2.38,6.08,7.47,55668.09
0,10.46,100.53,75.43,4.82,13.25,2.19,4.31,10.71,61265.27
1,11.09,194.46,77.7,5.68,11.65,1.58,3.38,7.67,57219.48
0,13.11,219.13,84.99,4.64,6.77,0.88,2.72,15.35,61872.32
0,11.11,240.86,77.31,2.7,16.06,1.16,2.76,16.09,60285.91
0,25.78,234.87,64.29,5.99,14.67,5.68,9.38,7.12,39700.46
0,37.67,154.72,64.86,7.81,10.56,7.59,9.18,4.43,29271.49
0,26.46,119.93,74.2,6.65,7.31,6.73,5.12,3.52,36950.9
0,47.4,664.48,45.81,7.66,19.39,10.93,16.2,0.96,20917.51
0,42.61,186.33,57.63,8.69,10.8,13.96,8.93,4.69,28709.28
1,17.02,112.46,82.12,3.94,7.08,2.19,4.67,9.48,59308.75
0,21.02,194.59,77.39,3.76,8.69,5.15,5.01,6.23,40395.67
1,30.86,121.88,65.78,6.54,13.99,5.55,8.14,3.34,35044.53
0,22.14,213.04,71.79,4.88,14.32,3.38,5.63,6.03,40511.53
0,29.53,183.68,64.57,6.74,14.38,5.47,8.84,4.28,34810.16
0,17.22,219.26,72.2,5.51,12.39,3.15,6.75,8.7,43321.42
0,23.7,190.08,58.17,5.51,23.09,4.14,9.1,5.41,37827
0,39.77,259.87,55.18,5.12,18.88,8.83,12,3.77,30016.43
0,41.75,38.86,41.46,6.66,12,25.26,14.62,1.15,22478.05
0,57.1,161.67,47.12,5.95,6.4,23.7,16.83,0.63,22790.41
1,45.15,90.04,47.81,6.96,8.3,24,12.93,1.61,22249.11
0,45.48,156.75,44.27,9.14,7,24.13,15.45,0.78,24377.23
0,37.84,214.76,64.96,10.53,4.6,14.5,5.41,4.18,31363.81
0,59.01,219.67,40.62,8.15,10.82,24.61,15.79,0.34,17879.14
0,23.41,211.05,59.81,6.7,13.88,8.85,10.77,29.41,28128.1
1,10.18,131.75,82.62,4.18,7,0.68,5.53,24.17,67872.59
0,11.42,134.71,86.09,3.73,5.06,0.93,4.19,22.92,81233.54
0,15.04,161.41,82.16,4.42,6.39,1.97,5.06,12.09,63565.52
0,26.04,351.94,65.72,7.13,13.35,5.7,8.1,30.71,29052.01
0,9.93,115.38,80.29,3.54,9.09,1.25,5.83,24.93,68053.28
0,9.51,48.87,67.47,4.4,12.6,2.33,13.2,16.67,72374.9
0,7.26,106.03,71.87,5.06,11.14,1.08,10.85,14.2,77252.13
1,20.68,113.34,66.46,6.48,11.93,6.14,9,7.32,37761.86
0,22.33,188.01,56.94,5.75,13.83,7.02,16.46,8.1,35482.01
0,9.26,65.16,78.87,4,9.87,1.51,5.75,12.01,79060.98
0,19.68,144.08,69.54,8.36,8.1,4.78,9.22,7.58,39651.68
0,41.36,109.89,59.45,6.71,4.55,19.19,10.1,2.26,22091.04
0,11.34,129.15,83.74,5.22,5.82,1.66,3.56,10.6,74148.53
0,38.9,149.59,67.57,9.06,6.29,8.58,8.51,2.94,34095.63
0,19.84,99.69,78.44,5.03,6.01,5.33,5.18,8.54,48763.11
1,20.03,159.23,74.77,7.02,5.35,7.78,5.07,5.95,41176.21
0,14.93,85.16,80.62,7.06,6.12,3.03,3.17,8.1,57414.38
1,20.14,133.57,78.81,6.52,3.64,7.79,3.23,3.5,40489.41
0,41.18,100.18,50.35,7.02,9.53,18.54,14.56,0.77,24409.46
0,33.86,127.6,67.53,7.43,7.12,11.36,6.57,3.45,33706.05
0,41.71,180.24,47.05,6.81,9.95,24.02,12.17,1.14,25386.23
0,44.25,243.5,37.86,6.56,13.51,25.91,16.17,1.06,20832.12
1,40.49,239.25,60.01,5.58,7.65,15.52,11.23,1.45,26324.31
0,17.09,109.97,81.63,4.35,5.32,6.3,2.4,8.82,47557.62
0,11.74,151.34,78.76,3.92,7.57,3.32,6.43,10.89,57925.92
0,21.59,171,72.42,5.7,13.68,3.71,4.49,11.36,43919.08
0,19.62,253.52,75.55,6.44,10.08,3.58,4.36,8.3,41020.91
1,14.82,115.45,81.14,4.07,8.07,3.17,3.55,14.18,59556.98
1,12.57,176.98,72.81,3,15.49,1.43,7.28,13.97,55879.39
0,10.9,259.8,64.97,3.71,22.04,2.12,7.17,8.52,49997.2
0,8.17,106.35,73.26,4.14,13.06,2.19,7.35,20.9,67282.07
0,8.97,105.68,79.25,4.19,11.26,1.1,4.19,10.98,88199.39
0,9.52,135.83,71.09,5.33,11.34,3.25,8.99,15.33,65745.19
0,8.54,233.42,68.1,6.06,15.67,2.79,7.37,14.74,61226.84
0,21.77,170.2,77.18,5.24,9.69,4.39,3.49,7.5,38772.03
0,19.92,138.42,76.57,4.21,11.29,3.29,4.64,9.8,47829.51
0,11.21,121.56,89.61,2.22,4.52,1.58,2.08,12.48,71831.3
0,10.3,159.37,82.82,5.14,7.65,0.97,3.42,10.62,59835.23
0,15.66,96.93,79.6,3.73,7.15,2.28,7.23,5.79,40128.73
0,9.46,123.77,81.79,5.47,7.27,1.8,3.67,10.42,61674.03
0,21.45,194.5,79.41,4.72,6.64,4.21,5.02,7.25,39994.53
0,8.27,114.04,86.08,4.06,5.73,1.4,2.73,9.79,72487.6
0,16.51,43.12,88.64,2.32,5.2,0.88,2.96,8.94,52016.38
0,10.76,126.63,81.1,3.7,7.04,3.35,4.81,15.42,54906.37
0,7.62,141.32,88.57,2.97,5.09,0.99,2.38,10.72,92431.29
0,45.08,116.6,45.44,9.8,8.61,23.44,12.7,0.57,20506.65
0,44.52,91.93,56.95,7.33,8.93,17.16,9.63,2.75,25120.23
1,33.04,89,64.01,7.73,7.38,12.79,8.09,2.62,28827.69
0,52.56,261.54,52.11,10.68,7.78,16.86,12.57,1.25,24540.24
0,26.92,142.12,73.18,6.61,6.69,7.98,5.54,6.52,34923.18
0,29.73,213.9,73.77,7.24,6.64,8.12,4.22,4.79,36909.56
1,16.32,103.51,81.48,4.18,6.27,2.31,5.76,9.68,49973.61
0,12.54,139.74,86.07,4.3,3.94,1.57,4.12,10.19,68214.82
0,13.91,145.67,81.07,4.26,7.4,3.49,3.79,7.33,51174.82
0,18.05,175.44,71.91,5.02,10.93,5.33,6.81,13.46,42039.83
0,8.88,88.83,86.13,2.49,7.42,1.09,2.88,16.46,61381.02
0,8.06,44.52,67.94,3.3,24.62,2.07,2.07,1.84,37491.97
1,8.24,34.49,72.33,4.47,19.35,1.35,2.5,1.7,41814.64
0,4.07,51.07,78.81,2.29,16.11,1,1.79,1.78,45041.14
0,12.2,41.45,65.7,3.53,26.73,2.16,1.88,1.44,32442.52
0,15.61,23.9,57.24,3.52,30.44,6.16,2.64,4.15,30726.62
0,5.05,35.52,81.42,3.99,11.41,1.06,2.12,0.84,45959.52
0,15.23,94.19,76.59,3.34,15.69,1.86,2.51,3.38,34506.47
0,9.06,49.7,86.15,3.37,8.52,0.74,1.23,2.03,47367.15
0,30.06,138.24,74.65,4.65,14.2,5.1,1.4,5.47,25406.68
0,3.34,47.21,86.21,3.66,7.52,1.11,1.5,1.58,58244.07
0,11.46,73.63,84.02,3.41,8.48,1.86,2.23,3.75,41286.84
1,7.35,52.92,83.78,3.65,8.86,2.28,1.43,1.99,46100.47
0,12.64,71.82,67.99,2.96,24.04,2.19,2.83,4.06,34902.77
0,16.64,64.98,66.46,3.3,26.68,1.75,1.81,4.62,36354.71
0,8.83,27.07,76.3,3.86,16.78,1.16,1.9,1.7,53283.74
0,11.05,66.38,65.3,3.63,25.57,3.28,2.22,2.15,35164.95
0,11.45,62.97,65.41,5.3,25.84,1.46,2,2.39,44524.57
1,26.64,80.17,63.8,5.46,20.26,5.69,4.78,3.28,28071.14
0,15.44,123.05,81.35,5.26,9.62,1.9,1.85,2.3,36147.11
0,3.67,93.27,83.36,3.19,10.16,1.32,1.98,8.2,54353.49
0,8.24,106.02,75.82,3.95,15.88,1.53,2.82,5.6,39747.21
1,5.06,119.75,84.38,5.09,7.35,1.79,1.39,2.27,51196.86
0,4.78,85.73,84.19,4.6,7.86,1.55,1.81,3.58,51296.11
0,12.77,63.02,80.17,4.65,10.53,3.23,1.42,1.14,32401.52
0,18.07,73.98,83.86,3.29,9.56,1.9,1.39,1.47,31608.92
0,9.43,25.02,87.69,1.55,8.61,1.55,0.61,3.68,34775.52
0,10.78,65.04,89.85,1.97,5.62,1.39,1.17,1.51,35970.61
0,16.75,45.79,86.96,3.22,6.88,1.93,1,0.59,31983.08
1,13.36,45.5,81.69,3.97,9.49,3.24,1.62,0.97,33496.1
0,9.08,65.25,90.7,1.92,5.64,1.28,0.45,1.65,34240.88
0,8.72,32.48,89.99,2.94,5.47,0.8,0.8,1.31,35583.8
0,7.29,55.58,90.27,2.42,5.33,0.62,1.36,2.13,36299.73
0,17.88,4.25,81.84,4.14,8.7,3.09,2.23,1.75,35209.9
0,9.75,63.62,83.3,3.22,9.67,1.45,2.36,2.17,35080.85
1,17.97,17.02,88.47,2.57,5.2,2.63,1.13,2.18,30276.54
0,5.42,73.13,77.61,3.1,11.56,1.78,5.94,1.73,49780.14
0,6.26,11.23,67.36,3.18,21.8,1.95,5.71,7.07,75476.84
0,7.07,11.69,60.93,6.65,25.76,2.6,4.05,4.23,57838.02
0,12.22,61.15,64.24,5.43,19.63,3.88,6.83,4.56,35881.68
0,14.33,28.71,60.93,4.28,20.92,3.27,10.6,3.39,37994.9
1,7.33,27.09,66.11,4.35,18,3.54,8.01,6.22,52944.08
0,14.32,79.89,54.63,5.82,24.81,8.21,6.52,1.62,27576.58
0,6.84,94.33,79.82,3.45,13.81,1.37,1.55,2.8,41775.19
0,3.1,33.33,62.18,4.12,27.63,2.93,3.14,4.01,65689.44
0,6.07,63.25,58.94,4.92,30.67,1.54,3.93,2.55,48092.86
0,7.37,54.14,67.77,4.86,22.74,0.97,3.66,1.93,51647.07
0,12.94,62.94,62.83,3.34,27.42,3.01,3.4,3.04,32417.53
1,9.89,97.86,66.97,3.06,25.52,1.91,2.54,2.29,36102.7
0,17.29,75.56,75.97,3.99,12.33,4.84,2.87,4.1,30822.59
0,12.96,74.62,74.37,4.17,13.89,2.75,4.82,3.77,34279.09
1,9.46,37.73,86.28,3.98,7.02,1.62,1.1,2.23,40311.37
0,5.32,96.35,82.62,4.52,8.99,1.78,2.1,5.24,45794.07
0,14.52,50.9,68.8,4.6,18.7,3.15,4.75,5.23,36268.64
0,40.91,271.3,54.98,6.06,23.8,10.18,4.98,1.05,20509.97
0,21.15,56.85,71.19,3.68,17.83,4.19,3.11,5.47,27733.97
0,12.43,57.08,80.69,3.28,9.25,4.33,2.46,2.49,35315.88
0,13.61,115.24,72.97,4.81,14.32,3.43,4.48,2.47,32509.97
0,23.11,46.77,61.22,3.72,25.66,5.39,4.01,3.33,27784.08
1,13.92,91.83,71.32,4.86,15.69,4.97,3.17,2.16,35770.6
0,12.12,48.61,50.54,3.55,39.97,2.32,3.62,2.82,39068.84
1,8.14,60.42,80.77,2.66,12.94,1.75,1.87,2.14,37198.78
0,18.45,56.56,67.78,3.17,22.59,3.23,3.23,1.65,30430.54
0,7.41,50.19,72.06,2.61,19.76,1.19,4.37,2.56,47331.3
0,9.48,47.22,78.11,2.32,15.49,1.03,3.03,3.46,42879.74
0,7.43,62.31,62.28,2.48,30.29,1.49,3.47,1.63,41247.74
0,11.94,41.79,54.02,2.78,38.02,2.14,3.04,2.08,44496.49
0,13.64,56.06,63.28,2.5,26.91,1.95,5.35,2.27,38717.94
0,7.4,25.8,68.63,3.44,23.37,1.05,3.51,2.94,48045.02
0,17.19,53.02,60.66,4.77,29.1,2.24,3.23,2.58,36852.59
0,11.77,101.8,43.8,2.65,48.38,2.35,2.83,2.43,34124.23
1,12.63,29.69,63,3.69,29.54,1.34,2.44,2.48,35913.11
0,18.61,81.08,76.26,3.11,13.22,4.94,2.47,6.12,34366
0,6.66,89.66,74.4,5.4,12.64,5.72,1.84,4.03,43601.62
