fire_record,IMD_score,population,White,mixed/multiple_ethnic_groups,Asian/Asian_British,Black/African/Caribbean/Black British,other_ethnic_group,Household_spaces_with_no_usual_residents,Household_Median_Annual_Household_Income_estimate_2012
0,7.44,7.99,94.55,1.35,2.76,0.94,0.4,1.45,37047.3
0,12.08,13.87,78.31,2.15,11.27,8.14,0.13,0.7,30313.07
0,13.7,82.55,81.32,2.18,9.46,6.49,0.55,2.86,29527.21
0,16.02,72.63,85.85,1.91,5.35,6.83,0.06,1.73,28893
0,7.85,19.08,88.18,1.5,3.5,6.75,0.06,0.65,36515.2
0,32.07,74.67,90.03,2.17,2.1,5.49,0.2,1.11,23126.1
0,11.66,28.73,90.9,1.97,3.87,2.79,0.48,0.93,34547.49
1,15.13,42.3,89.58,1.39,4.52,4.38,0.14,1.32,28349.71
0,26.11,80.41,87.37,2.87,3.77,5.69,0.3,2.39,26114.92
0,11.62,16.46,85.7,1.33,6.59,5.63,0.74,2.44,36770.18
1,8.71,23.28,89.19,1.51,6.11,3.03,0.17,2.16,36578.3
0,6.59,24.68,66.71,1.32,27.67,3.23,1.08,3.5,51273.25
0,7.91,27.94,72.57,1.95,19.32,4.16,2.01,2.09,57558.39
0,9.27,58.18,91.89,1.44,2.58,3.26,0.83,2.19,37929.16
0,10.41,15.96,83.11,1.76,11.23,3.38,0.51,1.41,47855.59
0,7.55,53.99,90.96,1.53,5.49,1.22,0.79,2.81,40337.75
0,8.32,31.2,79.32,1.77,15.67,2.28,0.96,1.52,47785.4
0,29.63,4.5,88.84,1.92,2.86,5.56,0.83,2.39,27286.52
0,33.41,10.17,92.97,1.27,2.48,3.15,0.13,1.3,24967.7
0,33.02,71.7,90.56,1.5,2.81,4.57,0.56,1.41,23439.7
0,25.27,45.92,88.83,2.27,1.64,6.94,0.32,2.91,25569.49
0,49.97,104.83,81.73,3.42,3.02,11.3,0.53,1.27,20522.9
0,33.76,40.77,89.1,2.35,2.35,5.89,0.31,1.95,22221.99
0,40.16,58.57,85.45,3.39,3.14,7.65,0.38,2.48,21023.13
0,30.52,69.31,84.25,1.71,2.31,11.34,0.4,3.26,24713.2
1,29.64,69.03,83.01,2.99,3.64,10.1,0.27,2.05,25117.94
0,7.14,26.69,94.86,1.12,2.17,1.61,0.24,1.52,35123.2
0,5.33,68.93,94.61,0.61,2.12,2.61,0.06,0.81,38420.55
0,9.05,70.48,90.56,1.86,4.24,3.34,0,1.95,32110.24
0,6.5,45.94,92.7,0.78,5.23,1.1,0.19,1.07,41380.51
0,9.29,60.71,93.06,2.17,2.66,1.98,0.12,1.9,37296.36
0,7.74,54.68,92.94,1.25,2.57,2.7,0.53,1.54,33441.93
1,9.64,53.55,90.96,1.45,5.63,1.52,0.44,2.64,33414.42
0,18.19,44.66,92.45,1.74,2.78,2.71,0.32,2.15,28540.21
0,17.29,23.66,89.13,2.51,4.65,3.58,0.13,2.32,33296.89
0,9.01,12.13,92.76,1.81,2.41,2.75,0.27,2.19,39017.4
0,16.19,57.96,91.46,1.09,4.81,2.31,0.32,0.89,35640.76
0,13.23,4.21,91.81,1.43,4.3,2.15,0.3,2.81,34705.42
1,38.58,71.64,85.71,2.29,3.1,8.02,0.88,3.46,21809.39
0,11.63,34.12,90.9,1.89,3.12,3.64,0.46,2.53,33384
0,20,53.3,87.8,1.28,4.53,5.75,0.64,2.5,27246.58
0,10.48,50.94,89.96,1.63,4.96,2.7,0.75,2.72,32911.54
0,12.13,55.03,89.69,2.11,4.42,3.72,0.06,2.49,30983.54
0,18.37,57.23,91.04,1.47,3.65,3.84,0,1.48,30528.34
0,31.04,72.86,84.63,3.08,4.01,7.83,0.44,1.08,25613
0,22.3,2.72,92.22,2.19,2.69,2.83,0.07,1.13,30925.29
0,18.16,5.25,87.62,1.78,3.69,6.52,0.39,1.94,29559.75
1,31.25,88.83,82.58,2.63,6.08,8.15,0.56,1.57,24799.11
0,20.13,71.38,90.14,2.33,2.09,5.02,0.42,0.93,27559.62
0,24.52,36.85,87.74,2.02,4.35,5.03,0.86,0.3,27660.34
1,22.81,57.31,81.61,1.69,5.33,10.66,0.71,1.51,26697.89
0,39.54,61.34,85.81,2.03,2.74,8.88,0.54,0.84,23293.61
0,26.24,18.74,83.67,2.84,3.67,9.35,0.47,1.62,25682.61
0,27.71,16.48,90.79,1.07,2.14,5.86,0.14,4.46,25866.41
0,25.67,40.91,85.91,2.82,3.47,7.47,0.33,2.17,23889.78
0,39.91,88.15,83.7,3.02,2.23,10.27,0.79,1.27,23348.95
0,22.92,74.2,80.61,2.47,4.36,11.19,1.37,0.63,25648.61
0,40.73,65.16,78.19,5.18,1.81,14.17,0.65,1.73,20088.42
0,5.48,40.81,91.17,1.56,4.35,2.21,0.71,0.55,44497.08
0,8.47,56.28,92.57,0.62,5.26,1.11,0.43,0.97,37020.68
0,16.8,42.57,87.59,2.07,4.76,5.08,0.5,2.54,29543.55
1,8.93,76.27,92.3,1.62,3.18,2.16,0.74,2.01,39098.27
0,9.52,35.86,88.49,2.25,7.06,1.89,0.3,1.7,39891.44
0,7.71,45.68,89.59,1.7,4.23,3.81,0.67,1.48,35731.55
0,11.89,57.25,89.18,2.14,3.45,5.05,0.18,1.57,35030.75
0,22.05,30.19,92.16,1.51,2.75,2.41,1.17,2.4,29288.46
0,26.64,22.54,93.15,1.87,1.87,2.75,0.35,1.05,24783.92
1,19.58,56.43,89.77,2.74,3.07,4.14,0.27,3.09,27861.12
0,15.46,51.76,88.55,1.15,4.95,4.95,0.41,1.82,30325.91
0,10.02,59.08,85.93,2.02,7.12,4.27,0.65,0.62,32710.71
0,15.54,45.27,86.69,2.29,5.76,4.46,0.8,2.43,32130.24
0,18.94,37.15,84.68,2.6,5.43,5.38,1.91,0.94,29315.61
0,15.43,51.28,88.05,1.65,4.7,4.96,0.64,2.61,29360.73
0,14.82,58.03,91.6,1.66,1.41,4.84,0.49,2.98,30140.79
0,8.49,46.08,93.56,0.76,2.27,3.11,0.3,0.96,35250.85
0,11.33,17.74,91.7,1.86,4.09,2.29,0.06,1.61,42204.61
0,16.43,69.97,93.84,0.62,3.94,1.45,0.14,2.95,28283.69
0,13,60.49,93.16,1.54,2.48,2.61,0.2,2.39,33820.41
0,13.7,11.73,90.24,1.38,6.38,1.08,0.92,8.41,47016.62
0,11.62,56.84,86.73,2.12,6.05,4.81,0.29,2.97,35462.5
0,5.79,39.56,91.06,2.24,2.73,3.54,0.43,2.59,44094.41
1,8.67,58.33,88.34,1.88,4.78,4.2,0.8,1.74,38418.15
0,10.79,55.08,92.64,1.17,4.15,1.46,0.58,0.89,35394.93
0,19.73,85.8,75.69,3.09,7.81,12.85,0.57,1.56,26053.58
0,13.21,36.24,90.32,1.58,3.4,4.11,0.59,2,33739.3
0,19.84,1.48,85.8,1.7,4.38,7.2,0.92,2.6,29169.25
0,30.32,38.53,76.89,5.24,5.42,11.97,0.48,3.08,24910.43
1,25.57,73.15,80.77,3.39,3.79,11.58,0.47,1.24,27516.9
0,14.33,31.17,77.57,3.47,9.93,7.99,1.04,1.68,29004.45
0,10.11,5.51,92.29,1.57,3.4,2.61,0.13,2.13,30355.34
0,13.9,26.23,95.42,0.99,0.99,2.19,0.4,0.49,31108.52
0,26.33,57.61,80.4,4.19,9.99,4.64,0.77,3.13,28277.61
0,11.81,84.65,87.97,3.16,5.57,3.04,0.25,2.25,31478.87
0,17.93,64.35,85.2,2.69,5.99,4.59,1.53,1.5,33841
0,15.3,45.6,81.34,2.54,10.95,4.73,0.45,3.7,36237.01
0,5.02,42.99,90.6,1.38,4.59,2.7,0.73,1.41,46132.9
0,6.41,65.41,91.16,2.52,3.33,2.79,0.2,2.38,42341.84
0,33.71,61.72,74.85,4.39,10.5,9.38,0.89,4.16,25101.8
0,16.44,88.06,82.11,2.09,9.09,6.32,0.4,2.22,30791.27
0,7.02,57.69,94.1,0.98,1.74,1.74,1.44,1.34,40799.93
0,13.79,37.62,95.59,1.47,1.19,1.54,0.21,3.26,30712.47
0,19.36,48.27,90.88,2.41,4.18,2.06,0.47,4.64,28669.7
0,6.86,44.34,92.77,1.34,4.15,1.07,0.67,1.28,41002.09
0,18.36,63.47,93.21,1.64,3.21,1.57,0.38,1.86,27992.25
0,6.96,61.45,96.06,1.52,1.11,0.55,0.76,2.34,37306.5
0,13.53,58.1,89.13,2.05,3.12,5.4,0.3,1.25,30716.21
1,11.06,51.65,88.8,1.84,3.96,4.58,0.82,1.22,33337
0,9.69,42.67,94.28,1.21,2.54,1.4,0.57,1.79,37251.15
1,39.1,12.54,74.97,3.01,3.32,17.31,1.38,9.02,22575.86
0,21.38,39.05,80.17,2.33,5.5,11.26,0.74,2.93,28188.31
0,29.56,8.2,83.32,2.69,3.7,9.38,0.91,1.74,25626.26
0,16.24,59.25,86.42,2.64,3.75,6.82,0.37,1.23,28440.26
0,10.82,73.24,88.95,1.68,1.49,7.2,0.68,1.47,29936.86
0,13.85,51.72,87.54,3.04,3.48,5.76,0.19,1.72,29074.18
0,16.71,15.56,84.27,2.56,3.28,9.04,0.85,2.11,28254.85
0,28.94,65.03,83.8,2.93,3.68,9.48,0.11,1.29,25680.81
0,6.83,44.35,90.78,1.18,6.1,1.66,0.28,1.52,52878.26
0,12.89,39.35,85.23,2.26,8.67,3.54,0.31,1.8,35465.22
1,8.01,71.71,92.37,2.09,2.68,2.74,0.12,1.47,37014.74
0,6.56,41.66,83.77,3.48,8.19,2.66,1.91,3.8,42158.72
0,16.97,72.8,88.92,2.99,3.76,4,0.34,0.86,32004.36
0,13.35,41.11,89.15,1.75,7.02,1.75,0.32,0.92,36800.18
0,8.19,56.61,89.08,2.31,7.32,0.9,0.39,2.55,40798.19
0,8.31,55.39,88.22,1.58,5.51,3.67,1.01,1.64,41686.28
0,7.01,33.1,93.69,1.12,4.14,0.79,0.26,1.98,45402.76
0,13.77,1.66,97.06,0.88,0.75,1,0.31,2.59,45322.97
0,7.83,35.21,91.33,2.55,3.36,2.49,0.27,3.54,41278.31
1,4.52,11.71,95.64,1.62,1.81,0.87,0.06,1.14,51430.34
0,2.33,46.89,95.3,0.97,2.23,0.97,0.54,1.14,52185.28
0,4.43,17.53,98.05,0.78,0.98,0.13,0.07,2.5,49528.42
0,3.16,42.53,94.89,1.04,2.69,0.55,0.83,1.85,54505.52
0,10.57,2,95.99,0.92,2.34,0.74,0,3.65,41154.27
0,35.13,36.8,53.97,5.07,18.81,18.39,3.76,2.37,23762.87
0,22.76,62.89,44.82,5.68,28.47,18.11,2.92,2.76,25655.44
0,18.98,57.63,33.42,3.89,48.8,9.08,4.82,1.55,26459.78
0,21.55,86.47,29.14,3.62,49.18,13.57,4.48,1.62,28362.94
0,28.63,53.6,25.1,2.17,54.55,10.92,7.26,2.93,26081.7
1,26.36,105.02,19.47,3.78,58.41,13.86,4.48,6.72,24133.26
0,21.19,108.44,21.22,2.03,61.51,9.1,6.14,1.4,27268.29
0,19.66,91.18,23.51,2.89,59.33,8.67,5.59,4.24,27670.84
0,26.72,31.2,52.23,2.9,28.01,12.78,4.07,1.96,27539.22
0,26.64,53.68,44.36,4.47,32.02,15.33,3.82,3.33,25585.27
0,24.39,77.34,39.49,3,38.09,14.41,5,1.8,25777.75
0,26.62,102.4,34.71,4.96,39.61,17.83,2.9,2.16,25033.2
0,29.69,93.22,47.28,4.35,29.54,14.53,4.3,1.03,23659.69
0,23.45,19.93,47.37,3.23,33.19,13.03,3.18,3.21,26691.03
1,24.98,17.23,34.52,3.61,41.36,16.49,4.03,3,25605.12
0,23.49,57.8,24,4.21,50.13,17.88,3.78,3.46,24712.13
1,31.02,79.47,63.79,4.39,19.78,9.1,2.95,1.87,25995.75
0,22.36,74.78,59.67,5.3,23.91,9.08,2.03,1.61,26873.45
0,15.83,43.14,62.04,2.89,26.8,5.9,2.36,1.54,31212.88
0,24,36.6,75.29,3.74,11.86,7.3,1.81,2.77,26564.6
0,13.29,33.7,55.83,3.97,25.97,7.42,6.81,2.03,36029.02
0,30.67,49.36,73.46,2.88,14.9,6.93,1.83,3.57,25643.72
0,8.78,43.96,53.8,4.01,25.8,12.43,3.95,2.95,33592.13
0,6.96,63.1,83.68,4.44,8.36,2.69,0.82,1.08,40747.81
0,7.26,85.53,84.2,2.13,8.96,3.1,1.61,1.5,40133.67
0,6.56,49.86,79.32,2.51,14.79,1.44,1.94,4.92,45604.99
0,11.92,64.78,77.31,4.53,12.97,2.79,2.4,2.37,40093.97
1,5.5,53.2,77.86,2.94,16.2,2.02,0.98,2.24,44322.89
0,13.78,55.22,79.87,3.13,13.1,3.32,0.56,0.75,38438.13
0,8.99,49.64,79.36,2.83,12.56,3.48,1.77,2.15,40939.89
0,15.82,73.61,57.38,4.18,25.84,9.75,2.86,2.76,29279.14
0,13.74,25.19,62.43,3.28,24.68,7.23,2.37,3.57,32465.24
0,13.46,44.65,52.29,5.02,30.56,7.56,4.57,2.05,30258.95
0,23.94,51.51,53.48,2.67,25.63,12.14,6.07,0.65,26070.55
1,17.74,85.91,44.59,4.49,38.64,8.64,3.65,3.96,26966.78
0,13.2,76.84,56.77,3.85,30.08,7.3,1.99,4.64,30015.55
0,12.15,25.13,64.42,4.08,20,7.21,4.29,2.94,31059.06
0,30.13,38.41,60.58,3.68,18.33,15.78,1.63,5.86,26809.98
0,6.11,16.02,86.93,3.13,8.44,1.09,0.41,2.06,55369.35
0,4.92,50.27,72.37,4.1,20.14,1.98,1.41,1.61,54235.16
0,6.64,49.64,77.96,3.27,15.05,2.69,1.02,3.05,46482.06
0,16.92,49.85,76.4,3.12,15.44,2.3,2.74,5.33,39746.73
0,5.52,16.37,87.04,1.4,9.28,0.81,1.47,2.89,53998.26
0,4.16,42.11,80.22,2.92,13.23,0.56,3.06,1.83,55238.35
1,10.95,35.07,79.98,4.23,13.31,1.74,0.75,2.81,41181.95
0,5.76,32.89,78.62,1.77,18.31,0.95,0.34,2.09,52006.08
0,12.57,3.54,88.38,2.57,6.34,1.81,0.91,4.57,45376.34
0,17,22.63,84.79,1.59,10.12,2.86,0.64,5.15,31830.99
0,20.21,8.38,90.35,2.15,4.09,2.78,0.62,1.9,30343.45
0,23.7,2.21,84.58,3.1,8.39,2.26,1.68,4.85,31192.52
1,23.76,7.81,89.95,1.79,4.23,1.92,2.12,3.35,29182.01
0,19.9,6.73,30.4,3.69,54.46,5.48,5.97,1.8,28900.66
0,22.56,1.27,51.83,4.64,29.62,9.49,4.42,11.72,29103.35
0,30.41,90.86,59.95,6.81,17.91,10.75,4.58,3.13,23683.54
1,21.89,8.96,63.71,4.34,25.06,4.59,2.3,7.06,29629.12
0,24.21,9.93,53.15,5.07,28.76,7.72,5.3,5.75,26708.92
0,18.25,29.77,48.54,4.75,35.51,8.12,3.07,3.29,26743.87
0,21.38,51.21,42.33,4.57,40.58,8.47,4.06,4.44,26142.9
0,7.63,65.35,69.95,5.77,18.93,4.57,0.77,1.18,34701.94
0,7.13,70.72,68.36,3.76,21.6,3.7,2.58,3.71,37382.44
0,9.39,45.01,64.98,2.86,25.02,4.29,2.86,1.96,38073.62
0,11.26,62.48,68.97,3.72,19.44,4.37,3.49,1.8,32493.27
0,19.65,10.98,70.96,4.9,14.63,5.91,3.6,2.94,28644.35
0,20.17,48.34,57.12,4.92,25.23,10.88,1.85,2.1,29562.38
1,19.2,53.53,68.6,5.73,19.34,4.3,2.03,2.82,29300.07
0,26.84,70.79,55.77,6.03,27.12,8.53,2.56,3.18,26278.26
0,7.08,14.34,80.79,3.11,14.41,0.99,0.71,1.81,53742.73
0,3.74,31.74,87.32,2.03,8.13,1.05,1.48,3.12,51287.58
0,6.58,35.52,82.21,3.44,11.81,1.64,0.9,4.02,45954.25
0,10.27,5.75,63.07,2.02,27.6,3,4.32,3.55,53294.14
0,6.95,33.59,77.64,3.39,17.21,0.78,0.99,5.95,55389.85
0,7.32,25.3,72.42,3.38,20.83,0.76,2.61,1.31,50697.05
1,6.37,20.7,83.23,2.84,8.89,3.03,2.02,1.74,44323.21
0,10.44,54.38,80.84,3.24,12.12,2.16,1.65,3.65,35199.18
0,7.61,72.91,88.57,3.1,5.18,2.44,0.71,1.71,41506.13
0,5.77,41.05,84.97,3.16,8.5,2.83,0.53,2.89,40590.2
1,6.83,88.38,85.26,3.18,8.02,2.59,0.94,2.62,41641.12
0,7.97,73.38,85.27,3.35,9.04,1.56,0.78,2.02,41387.26
0,10.72,45.09,79.81,3.8,13,2.08,1.31,4.49,38225.19
0,7.31,61.17,83.01,3.58,10.32,2.22,0.86,2.01,43858.5
0,8.24,30.95,70.46,2.23,23.68,2.86,0.76,8.1,41386.09
0,15.97,3.93,59.73,2.71,34.45,1.94,1.16,5.36,58999.53
0,10.47,17.11,70.6,3.25,23.49,2.12,0.53,7.22,45295.93
0,17.65,19.37,68.67,4.48,22.44,2.67,1.74,6.61,42751.06
1,4.55,24.58,53.81,2.6,39.09,2.54,1.97,7.14,61255.32
0,9.98,40.23,59.74,4.87,31.71,2.08,1.6,8.06,53646.51
0,7.52,43.3,72.81,5.27,17.64,3.03,1.25,6.59,47033.77
0,19.63,21.92,69.68,3.47,21.56,3.76,1.53,5.71,36886.75
0,4.07,26.63,70.74,3.24,23.01,1.93,1.08,1.38,51838.91
0,19.07,44.7,68.71,4.84,21.25,2.57,2.63,1.64,34876.39
0,3.11,24.98,59.49,3.92,33.04,2.3,1.24,4.04,58721.67
0,9.32,48.6,59.57,3.51,30.99,4.14,1.78,3.38,39273.21
0,21.29,61.1,74.02,4.49,17.7,2.39,1.4,3.78,36331.37
1,15.27,62.4,65.91,4.09,24.05,4.61,1.34,4.51,34331.15
0,24.9,22.28,39.55,4.38,37.96,13.14,4.97,1.55,26818.36
1,24.08,97.84,29.05,3.95,47.06,14.94,5,1.29,25665.29
0,18.6,58.66,38,1.91,46.56,10.12,3.41,0.93,27191.19
0,15.99,71.04,21.38,2.91,62.06,9.43,4.22,2.54,26788.12
0,21.8,67.59,31.89,4.13,50,9.65,4.32,3.95,26866.66
0,26.09,87.32,32.98,3.93,44.76,13.84,4.49,1.33,24871.96
0,21.07,67.12,24.17,4.55,58.53,8.08,4.68,2.2,26803.19
0,31.92,106.16,35.49,4.34,36.19,18.63,5.35,1.15,23872.23
0,11.19,6.64,73.94,3.77,14.15,4.66,3.48,2,32376.5
0,10.04,50.45,75.83,3.27,15.29,3.86,1.75,6.33,39383.59
0,16.8,31.93,73.03,3.88,14.32,6.33,2.44,3.03,30937.08
0,15,28.06,68.5,4.2,17.41,7.31,2.57,3.68,30474.64
0,8.3,35.06,74.86,4.59,16.31,3.32,0.92,1.71,39176.1
0,12.74,8.31,69.97,4.46,18.53,5.57,1.47,2.59,33340.27
0,21.24,76.33,35.07,2.75,44.7,11.97,5.51,1.36,28544.6
0,29.21,90.25,48.58,4.91,32.16,10.38,3.96,0.61,25745.05
0,30.98,92.03,35.93,3.21,46.22,10.41,4.22,1.58,24824.31
0,25.28,55.53,49.26,4.64,31.47,12.55,2.08,1.49,27502.5
0,36.03,25.33,40.5,3.96,33.47,17.53,4.55,1.59,23447.02
1,32.98,69.38,24.07,3.92,49.24,19.99,2.78,4.46,22827.12
0,21.01,17.1,26.09,2.11,54.41,13.53,3.86,2.92,26996.42
0,34.59,58.85,36.83,4.71,39.95,13.61,4.91,2.11,22759.77
1,8.18,30.27,68.39,1.38,25.14,2.75,2.34,2.14,42488.66
0,23.57,63.46,71.02,4.53,15.7,6.11,2.63,5.26,30618
0,6.06,15.31,72.37,2.99,19.82,1.78,3.04,3,50963.79
0,12.17,23.49,73.01,3.13,18.57,3.73,1.57,5.39,45626.88
0,12.34,68.78,70.26,5.33,17.48,3.04,3.89,3.59,38116.8
0,21.83,30.14,73.51,4.1,12.94,6.78,2.67,16.32,33105.66
0,7.52,26.44,57.91,4.06,29.64,3.3,5.09,5.95,49684.04
1,10.2,59.51,71.34,3.68,17.85,3.83,3.3,1.41,35018.26
0,29.9,23.47,76.32,2.62,13.08,5.57,2.41,5.15,26280.98
0,19.74,32.47,68.17,5.16,17.56,5.62,3.49,4.44,29888.93
0,29.24,34.69,67.13,3.96,15.91,9.15,3.85,7.06,26363.95
0,17.14,101.96,57.23,6.58,28.92,4.86,2.4,3.17,30386.65
0,19.29,31.77,76.75,3.6,14.26,3.84,1.55,2.27,34322.49
0,28.75,67.2,62.23,4.62,20.94,10.03,2.18,4.94,26233.08
0,27.69,17.27,73.77,2.96,13.81,6.57,2.89,2.66,27720.52
0,35.08,49.49,64.57,3.44,22.73,7.54,1.72,3.92,25612.94
0,20.43,88.75,53.69,5.08,24.21,12.99,4.03,5.63,29536.49
0,35.34,63.92,70.56,5.2,13.4,8.69,2.14,3.73,23345.88
0,17.55,47.55,74.46,4.02,17.38,2.97,1.18,3.16,32994.68
1,28.5,50.76,62.47,4.41,19.35,9.92,3.84,5.04,26455.86
0,17.08,10.6,85.84,3.56,6.22,2.6,1.78,3.13,34687.09
0,9.66,35.23,85.39,4.44,6.69,2.05,1.43,2.72,44623.01
0,8.35,44.88,76.4,3.23,16.3,1.3,2.77,6.76,47480.79
1,9.06,37.3,77.61,3.73,13.17,3.94,1.55,4.69,45842.08
0,7.15,39.12,76.35,3.21,16.17,2.21,2.07,8.53,47829.06
0,12.17,15.47,84.89,2.93,9.94,0.96,1.27,2.48,37707.79
0,7.12,43.47,87.8,3.41,6.56,1.57,0.66,3.43,43624.12
0,27.8,74.87,45.82,4.95,28.04,17.72,3.46,5.48,26349.26
0,14.75,52.71,53.98,4.93,27.14,8.67,5.28,4.5,32215.9
0,29.8,112.14,33.66,5.23,35.08,21.64,4.39,2.06,24283.76
0,30.67,65.45,43.17,4.34,32.58,15.39,4.51,3.25,25097.99
0,14.32,29.11,29.2,5.13,48.39,10.01,7.27,3.14,30949.89
0,42.96,53.88,39.72,7.58,29.34,19.03,4.32,3.21,23746.18
1,19.6,85.73,18.82,2.73,62.17,10.04,6.23,3.23,28286.03
0,25.05,93.37,18.45,4.41,58.24,12.84,6.07,4.09,25731.35
0,32,14.8,73.01,3.82,15.52,6.33,1.31,1.35,24566.27
0,21.15,30.06,64.88,3.37,22.04,7.6,2.11,1.75,30154.12
0,29.54,74.35,69.5,3.48,14.14,7.9,4.97,2.81,26664.82
0,21.82,58.72,64.04,3.78,23.1,5.72,3.36,1.38,26547.77
0,29.29,65.02,67.38,2.34,21.24,6.83,2.21,0.57,26488.71
0,36.12,88.8,70.23,3.54,15.83,6.08,4.31,1.31,25886.62
1,27.84,24.01,58.6,5.19,21.65,9.99,4.56,12.26,27520.93
0,14.61,28.15,52.58,4.28,37.09,3.96,2.09,2.3,29805.09
1,16.97,86.83,61.51,2.74,26.35,6.84,2.56,3.18,29067.55
0,25.44,53.24,68.24,3.31,21.18,5.38,1.9,3.26,27259.21
0,23.82,90.68,65.66,3.14,19.9,9.05,2.26,5.5,26210.32
0,25.75,10.12,65.47,4.96,19.92,8.42,1.23,6.54,27570.86
0,28.58,49.28,70.32,3.03,20.52,4.9,1.22,1.76,26042.55
0,34.68,58.82,67.66,4.5,14.58,9.06,4.21,1.61,23927.63
0,32.83,14.48,67.44,5.8,14.29,9.06,3.41,4.6,28851.05
0,15.79,30.79,67.17,4.75,19.43,6.03,2.62,2.01,39957.59
0,34.25,77.87,64.72,6.36,13.72,11.55,3.65,0.94,28022.91
0,18.19,63.23,74.16,5.94,9.76,7.78,2.37,2.49,35704.97
1,34.25,36.96,53.04,7.58,17.29,16.25,5.84,3.11,27046.93
0,21.33,76.74,80.27,4.33,8.54,4.15,2.71,2.22,41498.28
0,31.74,150.2,58.57,6.56,16.82,14.35,3.7,3.2,25952.32
0,9.2,87,85.03,3.4,6.18,3.4,1.98,2.82,56822.56
0,13.41,115.38,81.93,2.73,8.03,3.86,3.45,4.44,51584.83
0,5.36,67.79,84.15,3.47,7.09,2.19,3.09,4.53,63949.87
0,30.32,17.81,68.29,6.94,7,12.78,4.99,1.53,28004.91
0,12.12,86.49,85.76,3.27,6.12,3.45,1.39,5.3,63185.28
0,10.81,95.26,81.52,5.4,8.85,0.98,3.25,4.73,56202.74
1,7.34,73.82,82.06,4.76,7.74,2.35,3.09,3.78,60700.13
0,21.71,93.88,74.68,6.01,8.25,7.45,3.61,1.43,42197
0,12.3,45.17,79.14,4.83,9.17,3.91,2.94,3.65,55497.58
0,10.48,29.91,80.76,4.73,9.99,1.6,2.93,3.47,59425.41
0,9.85,42.72,84.08,4.3,7.39,2.06,2.18,2.95,56349.5
0,24.64,114.31,78.28,3.9,7.72,7.07,3.03,5.59,41422.71
0,11.42,102.66,81.56,4.73,8.01,3.06,2.63,4.01,51841.69
1,12.13,99.06,87.47,4.02,5.04,2.64,0.84,3.1,58511.35
0,23.66,41.32,19.87,2.81,65.94,6.86,4.51,1.92,28906.5
0,18.79,54.47,17.03,2.54,71.56,4.55,4.32,4.27,26090.05
0,28.48,83.57,28.53,2.6,56.57,8.06,4.24,0.97,24725.73
0,16.64,40.15,16.79,2.24,72.18,3.88,4.91,0.65,27625.95
1,24.14,87.02,24.17,2.16,63.69,6.91,3.06,1.94,26038.43
0,37.79,125.69,48.89,4.44,23.08,18.58,5.01,1.31,20382.69
0,23.22,23.35,26.64,5.55,52.42,12.36,3.03,2.17,25124.42
0,18.71,55.25,66.94,4.19,20.61,6.09,2.18,2.42,28471.6
0,21.74,53.93,71.49,3.41,18.62,4.22,2.26,0.79,27012.75
0,24.45,12.14,57.68,3.8,28.11,7.75,2.65,2.71,26257.64
0,23.76,48.49,61.47,2.88,28.42,4.63,2.6,2.29,29039.83
0,21.84,76.36,47.75,5.27,39.1,5.22,2.66,2.58,28310.51
1,27.05,75.33,63.05,4.16,23.34,7.17,2.29,1.52,26444.83
0,24.23,41.11,60.17,4.96,18.74,13.18,2.96,0.77,28091.57
0,25.72,83.39,67.93,6.36,16.2,7.83,1.68,1.52,25053.82
0,26.57,89.37,70.13,4.17,16.3,6.97,2.43,1.9,26367.84
0,27.14,99.56,73.23,2.76,15.68,7.61,0.72,0.19,26119.56
0,16.84,13.12,70.03,4.44,17.96,5.89,1.68,1.39,30036.99
1,15.56,69.36,85.92,3.18,6.09,3.11,1.69,1.05,34495.85
0,26.62,89.31,62.58,3.48,22.04,8.78,3.12,0.75,29124.38
0,35.26,58.29,60.59,4.1,17.66,15.46,2.19,1.67,23280.66
0,31.42,57.63,68.16,3.63,18.95,6.33,2.92,1.31,25272.79
1,38.2,81.4,65.94,4.51,17.67,10.3,1.58,1.03,22143.61
0,21.09,59.58,63.91,6.08,18.72,8.01,3.28,3.01,27643.16
0,30.41,49.45,68.08,5.07,16.02,7.75,3.09,2.17,26365.5
0,15.97,83.06,77.4,3.29,13.18,3.7,2.43,0.91,31575.94
0,26.72,10.85,69.5,6.07,14.13,7.1,3.2,2.02,26697.86
0,21.02,20.63,68.52,4.59,20.17,4.99,1.74,2.3,29551
0,26.87,51.54,65.93,4.31,19.82,5.81,4.13,1.27,27310.68
0,18.66,80.59,63.49,3.18,26.35,4.66,2.33,1.77,28592.89
0,14.62,32.44,69.87,4.52,19.13,4.52,1.95,2.94,30009.87
0,36,16.36,59.73,5.71,23.61,8.64,2.31,2.26,23627.36
1,17.16,60.95,77.79,4.2,11.22,5.64,1.16,0.56,29989.32
0,13.08,36.02,80.05,3.64,11.23,4.2,0.88,2.43,37960.9
0,16.03,75.59,18.71,2.39,71.5,1.93,5.46,0.19,36566.09
1,18.83,82.52,18.99,3.88,69.01,3.57,4.54,0.95,28508.59
0,25.89,65.38,31.17,4.11,50.35,8.54,5.83,1.31,25860.62
0,20.07,62.56,26.14,2.42,60.76,6.71,3.96,0.67,27945.6
0,22.89,84.87,21.32,2.89,68.23,3.93,3.64,0.75,29893.59
0,28.25,83.76,21.06,2.22,63.41,6.9,6.42,1.63,27294.96
